,compound_ID,smile
199,D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
200,D01211,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2]
201,D01198,COC1=C(C=C(C=C1)CNCC(COC2=CC3=C(C=C2)NC(=O)C=C3)O)OC
202,D01196,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+]
203,D01183,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O
204,D01180,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C
205,D01164,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
206,D01136,C1CC(CCC1CN)C(=O)O
207,D01133,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC
208,D01122,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2
209,D01119,CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3.Cl
210,D01118,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
211,D01097,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl
212,D01071,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
213,D01069,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O.O
214,D01064,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1
215,D01061,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.O.O.O.Cl
216,D01027,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]
217,D01001,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-]
218,D00998,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-]
219,D00995,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-]
220,D00994,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-]
221,D00970,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+]
222,D00969,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
223,D00968,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].O.O.[Ca+2]
224,D00965,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
225,D00964,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
226,D00963,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
227,D00960,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
228,D00947,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
229,D00904,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+]
230,D00903,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+]
231,D00902,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
232,D00900,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
233,D00893,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]
234,D00892,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+]
235,D00889,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)[O-])O)O.[Na+]
236,D00887,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]
237,D00885,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
238,D00884,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
239,D00882,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
240,D00829,C(CC(C(F)F)(C(=O)O)N)CN.O.Cl
241,D00827,C1=CC=C(C(=C1)C(=O)[O-])O.C1=CC=C(C(=C1)C(=O)[O-])O.O.O.O.O.[Mg+2]
242,D00826,C1C(C1N)C2=CC=CC=C2.C1C(C1N)C2=CC=CC=C2.OS(=O)(=O)O
243,D00813,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
244,D00810,C[N+](C)(C)CCO.C1=CC=C(C(=C1)C(=O)O)[O-]
245,D00805,COP(=O)(C(C(Cl)(Cl)Cl)O)OC
246,D00786,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
247,D00785,CC(CC1=CC=CC=C1)N(C)CC#C.Cl
248,D00781,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
249,D00771,C1=CC2=C(C=C1Cl)NC(=O)O2
250,D00762,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
251,D00753,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
252,D00752,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
253,D00749,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
254,D00733,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
255,D00726,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
256,D00709,CCC(C(=O)N)N1CCCC1=O
257,D00703,C#CC1(CCCCC1)OC(=O)N
258,D00691,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
259,D00670,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
260,D00667,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C.[Br-].[Br-]
261,D00658,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
262,D00656,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
263,D00655,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
264,D00654,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
265,D00653,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl
266,D00652,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
267,D00651,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
268,D00650,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
269,D00630,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
270,D00625,C1C(C(C(C(N1CCO)CO)O)O)O
271,D00624,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N
272,D00623,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC.Cl
273,D00622,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3.[Na+]
274,D00621,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O
275,D00620,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl
276,D00596,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O
277,D00593,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
278,D00584,C1=C(C(=O)NC(=O)N1)F
279,D00579,C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
280,D00577,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
281,D00574,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
282,D00569,CCOC1=CC=C(C=C1)NC(=O)C
283,D00568,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
284,D00567,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
285,D00566,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]
286,D00563,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
287,D00562,CCCC1=CC(=O)NC(=S)N1
288,D00560,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
289,D00550,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
290,D00549,CC(C)C1=C(C(=CC=C1)C(C)C)O
291,D00547,C(OC(C(F)(F)F)C(F)(F)F)F
292,D00546,C(C(F)(F)F)(OC(F)F)F
293,D00545,C(C(F)(F)F)(OC(F)F)Cl
294,D00544,COC(C(Cl)Cl)(F)F
295,D00543,C(C(OC(F)F)(F)F)(F)Cl
296,D00542,C(C(F)(F)F)(Cl)Br
297,D00538,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
298,D00537,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
299,D00536,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
300,D00535,C=CC(CCC(=O)O)N
301,D00533,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
302,D00530,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
303,D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
304,D00521,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
305,D00519,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
306,D00518,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
307,D00516,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
308,D00515,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
309,D00513,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
310,D00512,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
311,D00510,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
312,D00505,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
313,D00503,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
314,D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
315,D00496,CC(C)(C(C(=O)O)N)S
316,D00494,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
317,D00488,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
318,D00487,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
319,D00475,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
320,D00463,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
321,D00459,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl
322,D00455,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
323,D00454,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
324,D00452,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
325,D00451,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
326,D00449,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
327,D00448,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
328,D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
329,D00434,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
330,D00425,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
331,D00423,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
332,D00421,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
333,D00418,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
334,D00417,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
335,D00416,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
336,D00414,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
337,D00410,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
338,D00401,CN1C=CNC1=S
339,D00398,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl
340,D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
341,D00391,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
342,D00387,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
343,D00383,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
344,D00380,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
345,D00377,C1=CC(=C(C=C1N)C(=O)O)O
346,D00371,CN1C2=C(C(=O)N(C1=O)C)NC=N2
347,D00369,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
348,D00364,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
349,D00362,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O
350,D00359,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
351,D00342,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O
352,D00340,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
353,D00333,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
354,D00332,C1CCC(CC1)(CC(=O)O)CN
355,D00330,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
356,D00328,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
357,D00325,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
358,D00324,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.O
359,D00322,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
360,D00317,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
361,D00315,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
362,D00300,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
363,D00298,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
364,D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
365,D00293,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
366,D00285,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
367,D00283,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
368,D00279,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
369,D00274,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
370,D00270,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
371,D00252,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
372,D00251,CC(CS)C(=O)N1CCCC1C(=O)O
373,D00234,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
374,D00231,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
375,D00227,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
376,D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
377,D00224,C1=NNC2=C1C(=O)NC=N2
378,D00222,C1=NC2=C(N1COCCO)N=C(NC2=O)N
379,D00219,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
380,D00218,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
381,D00217,CC(=O)NC1=CC=C(C=C1)O
382,D00216,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
383,D00208,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
384,D00203,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
385,D00198,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
386,D00196,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
387,D00188,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
388,D00187,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
389,D00186,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
390,D00185,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
391,D00184,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
392,D00183,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
393,D00169,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.O.[Na+]
394,D00168,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
395,D00160,C(CCC(=O)O)CCN
396,D00158,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].O.O.[Na+]
397,D00155,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
398,D00153,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
399,D00151,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
400,D00148,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
401,D00145,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
402,D00142,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
403,D00141,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
404,D00139,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
405,D00136,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
406,D00132,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
407,D00131,CCN(CC)C(=S)SSC(=S)N(CC)CC
408,D00130,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
409,D00129,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
410,D00127,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
411,D00126,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
412,D00125,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
413,D00120,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
414,D00118,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
415,D00109,CC(=O)OC1=CC=CC=C1C(=O)O
416,D00107,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC.O
417,D00103,C(C(C(=O)O)O)(C(=O)O)O
418,D00097,C1=CC=C(C(=C1)C(=O)O)O
419,D00094,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
420,D00086,C1CSSC1CCCCC(=O)O
421,D00070,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
422,D00065,CCC(C)C(C(=O)O)N
423,D00055,C1=C(NC(=O)NC1=O)C(=O)O
424,D00054,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
425,D00052,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
426,D00050,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
427,D00049,C1=CC(=CN=C1)C(=O)O
428,D00045,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
429,D00043,CC(C)OP(=O)(OC(C)C)F
430,D00041,CC(C(C(=O)O)N)O
431,D00039,CC(C)C(C(=O)O)N
432,D00038,C1=CC=C(C=C1)C(=O)O
433,D00037,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
434,D00036,C1=CC(=CN=C1)C(=O)N
435,D00035,C1CC(NC1)C(=O)O
436,D00032,C1=C(NC=N1)CC(C(=O)O)N
437,D00029,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
438,D00027,C1=CNC(=O)NC1=O
439,D00021,C1=CC=C(C=C1)CC(C(=O)O)N
440,D00018,C(C(C1C(=C(C(=O)O1)O)O)O)O
441,D00014,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
442,D00007,C(CC(=O)O)C(C(=O)O)N
443,D00005,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
444,D00002,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
